TX_date,Programme_URL,Image_URL,Transcript_URL,Transcript_present,Transcript_notes,Saved VTT file,First question,,,,,,,,,,,,,,,,
17/09/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/16E82748?bcast=132892787,https://stream.learningonscreen.ac.uk/trilt-cover-images/16E82748-Question-Time-2020-09-17T215000Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/16E82748-Question-Time-2020-09-17T215000Z-BBC1-London-en-GB.vtt,Y,,Y,It has been reported that there are no coronavirus tests available in the top ten hotspots in England. Is this the world—beating test operation that Boris Johnson promised?,,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/16E82748-Question-Time-2020-09-17T215000Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,
24/09/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/16F519FA?bcast=132943237,https://stream.learningonscreen.ac.uk/trilt-cover-images/16F519FA-Question-Time-2020-09-24T214500Z-BBC1-East.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/16F519FA-Question-Time-2020-09-24T214500Z-BBC1-East-en-GB.vtt,Y,,Y,How does the new Job Support Scheme help those who still have their industry shut or massively reduced because of the pandemic?,,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/16F519FA-Question-Time-2020-09-24T214500Z-BBC1-East-en-GB.vtt""",,,,,,,,,,,,,
01/10/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/17021410?bcast=132914612,https://stream.learningonscreen.ac.uk/trilt-cover-images/17021410-Question-Time-2020-10-01T214500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/17021410-Question-Time-2020-10-01T214500Z-BBC1-London-en-GB.vtt,Y,,Y,Has the time come for the UK to adopt the Australian policy of processing illegal asylum seekers outside of UK waters?,,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/17021410-Question-Time-2020-10-01T214500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,*Migration - offshore processing of asylum seekers
08/10/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/170FC0A1?bcast=132965791,https://stream.learningonscreen.ac.uk/trilt-cover-images/170FC0A1-Question-Time-2020-10-08T214500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/170FC0A1-Question-Time-2020-10-08T214500Z-BBC1-London-en-GB.vtt,Y,,Y,"With cases continuing to rapidly rise and areas now going back into full lockdowns, and venues closing their doors yet again, is a second national lockdown not a case of ""if"" anymore, but ""when""? And what does this mean for a lot of businesses already struggling to survive?",,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/170FC0A1-Question-Time-2020-10-08T214500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,
15/10/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/171CE849?bcast=133017367,https://stream.learningonscreen.ac.uk/trilt-cover-images/171CE849-Question-Time-2020-10-15T214500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/171CE849-Question-Time-2020-10-15T214500Z-BBC1-London-en-GB.vtt,Y,,Y,Do you think that this pandemic has been managed better by Nicola Sturgeon in Scotland than it has by Boris Johnson in England?,,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/171CE849-Question-Time-2020-10-15T214500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,
22/10/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/172A4A3D?bcast=133067817,https://stream.learningonscreen.ac.uk/trilt-cover-images/172A4A3D-Question-Time-2020-10-22T214500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/172A4A3D-Question-Time-2020-10-22T214500Z-BBC1-London-en-GB.vtt,Y,,Y,Why did Rishi Sunak wait so long to come up with today’s new plan when so much of the uk has been struggling for weeks?,,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/172A4A3D-Question-Time-2020-10-22T214500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,
29/10/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/1737797A?bcast=133117564,https://stream.learningonscreen.ac.uk/trilt-cover-images/1737797A-Question-Time-2020-10-29T224500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/1737797A-Question-Time-2020-10-29T224500Z-BBC1-London-en-GB.vtt,Y,,Y,"In view of the report released today by the Equalities and Human Rights Commission, which identified serious failings by the Labour Party in dealing with anti—semitic racism, should just one individual be held to account?",,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/1737797A-Question-Time-2020-10-29T224500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,*Labour anti-semitism
05/11/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/1743BE1D?bcast=133173999,https://stream.learningonscreen.ac.uk/trilt-cover-images/1743BE1D-Question-Time-2020-11-05T224500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/1743BE1D-Question-Time-2020-11-05T224500Z-BBC1-London-en-GB.vtt,Y,,Y,"Whether Trump wins or loses the Presidential election, he has gained many more votes overall than 2016. Does this show that his message resonates more than ever with the American people?",,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/1743BE1D-Question-Time-2020-11-05T224500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,*US Presidential election
12/11/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/174CBF76?bcast=133210766,https://stream.learningonscreen.ac.uk/trilt-cover-images/174CBF76-Question-Time-2020-11-12T224500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/174CBF76-Question-Time-2020-11-12T224500Z-BBC1-London-en-GB.vtt,Y,,Y,"How many people need to have the vaccine before it would be successful? Now we have heard that there is going to be some vaccines possibly before the end of the year, but it is going to be significantly less than we need. How many people need to be vaccinated for it to be successful?",,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/174CBF76-Question-Time-2020-11-12T224500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,
19/11/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/1756B186?bcast=133257085,https://stream.learningonscreen.ac.uk/trilt-cover-images/1756B186-Question-Time-2020-11-19T224500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/1756B186-Question-Time-2020-11-19T224500Z-BBC1-London-en-GB.vtt,Y,,Y,"With the release of the findings related to Priti Patel’s reported bullying of civil servants, if she is found to have broken the ministerial code, should she go?",,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/1756B186-Question-Time-2020-11-19T224500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,*Priti Patel bullying
26/11/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/175DD866?bcast=133306070,https://stream.learningonscreen.ac.uk/trilt-cover-images/175DD866-Question-Time-2020-11-26T224500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/175DD866-Question-Time-2020-11-26T224500Z-BBC1-London-en-GB.vtt,Y,,Y," As Boris Johnson has announced severe tier levels in England, should we all just be as strict as possible and buckle down to avoid another spike early in the New Year?",,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/175DD866-Question-Time-2020-11-26T224500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,
03/12/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/1767A08B?bcast=133354776,https://stream.learningonscreen.ac.uk/trilt-cover-images/1767A08B-Question-Time-2020-12-03T224500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/1767A08B-Question-Time-2020-12-03T224500Z-BBC1-London-en-GB.vtt,Y,,Y,"Scientists and regulators have done an amazing job getting the Pfizer vaccine developed, approved and off the starting blocks. Will they and the public now be let down at the final hurdle by our logistics capabilities?",,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/1767A08B-Question-Time-2020-12-03T224500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,
10/12/2020,https://learningonscreen.ac.uk/ondemand/index.php/prog/176EB736?bcast=133404608,https://stream.learningonscreen.ac.uk/trilt-cover-images/176EB736-Question-Time-2020-12-10T224500Z-BBC1-London.jpg,https://stream.learningonscreen.ac.uk/trilt-transcripts/176EB736-Question-Time-2020-12-10T224500Z-BBC1-London-en-GB.vtt,Y,,Y,"It is the final orders at the last chance saloon regarding Brexit. The country’s economy is on its knees and regardless of whether you are being a remainer or a leaver, we are all suffering from a lack of closure due to the stubborn egos on all sides. Where and how is it going to all end?",,,"""https://stream.learningonscreen.ac.uk/trilt-transcripts/176EB736-Question-Time-2020-12-10T224500Z-BBC1-London-en-GB.vtt""",,,,,,,,,,,,,*Brexit
